id,status,project_id,project_name,branch,commit_id,commit_tag,created_at,updated_at,initiator,user_agent,source_type,source_origin,tags,engines,loc,file_count
faf7acee-81f0-462f-aa89-cd7353934632,Completed,1b49ad6f-057f-400c-aa32-f6bc31caf242,JavaVulnerableLab,master-sca,,,2024-12-11T05:12:38.897214Z,2024-12-11T05:14:59.596708Z,happy_yang,python-requests/2.32.3,zip,python-requests,"{""SHA256"": ""497ec3dac23981d96539afb904e436bd7733312c0182307d83e4d65fd6ef44e6"", ""branch"": ""master"", ""commit_id"": ""f96f204bc2546f3a7568da24f6215cf6d4387112"", ""commit_time"": ""1718865810"", ""committer"": ""GitHub <noreply@github.com>"", ""date"": ""2024-10-23"", ""incremental"": ""False"", ""preset"": ""ASA Premium"", ""sca_exploitable_path"": ""True""}",sca,,
01835e86-64a0-49a7-ae72-a0127b940c85,Completed,1b49ad6f-057f-400c-aa32-f6bc31caf242,JavaVulnerableLab,master,,,2024-12-11T05:45:54.485174Z,2024-12-11T05:46:58.666293Z,happy_yang,python-requests/2.32.3,zip,python-requests,"{""SHA256"": ""0e387cc98de8773a4f34f0735e79f0b31087902786465705c5146a064c3a9014"", ""branch"": ""master"", ""commit_id"": ""f96f204bc2546f3a7568da24f6215cf6d4387112"", ""commit_time"": ""1718865810"", ""committer"": ""GitHub <noreply@github.com>"", ""date"": ""2024-10-23"", ""incremental"": ""False"", ""preset"": ""ASA Premium"", ""sca_exploitable_path"": ""False""}","sast,apisec",2778,80
c67390bb-a5a9-4867-ac61-dc0064712bba,Completed,1b49ad6f-057f-400c-aa32-f6bc31caf242,JavaVulnerableLab,master,,,2024-12-11T13:05:25.032263Z,2024-12-11T13:06:31.443589Z,happy_yang,python-requests/2.32.3,zip,python-requests,"{""SHA256"": ""b9ef422bc3e9e2a0df8eb6dd20f7e31dc9234edbf277c668f7d2247d111eaa2b"", ""branch"": ""master"", ""commit_id"": ""f96f204bc2546f3a7568da24f6215cf6d4387112"", ""commit_time"": ""1718865810"", ""committer"": ""GitHub <noreply@github.com>"", ""date"": ""2024-10-23"", ""preset"": ""ASA Premium"", ""sast_incremental"": ""False"", ""sca_exploitable_path"": ""False"", ""sca_last_sast_scan_time"": ""2""}","sast,apisec",2778,80
8db81d68-2d00-41c7-a6bf-622c893ac525,Completed,1b49ad6f-057f-400c-aa32-f6bc31caf242,JavaVulnerableLab,master,,,2024-12-11T13:07:48.780128Z,2024-12-11T13:08:51.627037Z,happy_yang,python-requests/2.32.3,zip,python-requests,"{""SHA256"": ""d906fd4909765021201bb841eaa9686be9ca7b1daadb846635170ce739b1fc83"", ""branch"": ""master"", ""commit_id"": ""f96f204bc2546f3a7568da24f6215cf6d4387112"", ""commit_time"": ""1718865810"", ""committer"": ""GitHub <noreply@github.com>"", ""date"": ""2024-10-23"", ""preset"": ""ASA Premium"", ""sast_incremental"": ""False"", ""sca_exploitable_path"": ""False"", ""sca_last_sast_scan_time"": ""2""}","sast,apisec",2778,80
63c76f1a-733c-49c8-97c8-4fbc6c0dcfe1,Completed,1b49ad6f-057f-400c-aa32-f6bc31caf242,JavaVulnerableLab,master,,,2024-12-11T13:11:08.538763Z,2024-12-11T13:12:12.726588Z,happy_yang,python-requests/2.32.3,zip,python-requests,"{""SHA256"": ""41035558c337568400509beb72b640ce5acb3cfd643f34eb9e3ca4eed77b49d7"", ""branch"": ""master"", ""commit_id"": ""f96f204bc2546f3a7568da24f6215cf6d4387112"", ""commit_time"": ""1718865810"", ""committer"": ""GitHub <noreply@github.com>"", ""date"": ""2024-10-23"", ""preset"": ""ASA Premium"", ""sast_incremental"": ""False"", ""sca_exploitable_path"": ""False"", ""sca_last_sast_scan_time"": ""2""}","sast,apisec",2778,80
df155523-af8c-4c29-9e38-e7ae46a48270,Completed,1b49ad6f-057f-400c-aa32-f6bc31caf242,JavaVulnerableLab,master-sca,,,2024-12-11T13:15:34.229038Z,2024-12-11T13:20:01.475673Z,happy_yang,python-requests/2.32.3,zip,python-requests,"{""SHA256"": ""4513c87a51db408d6ddf29eba9dd2ec28985bd754b2361296300b0dc0dfef205"", ""branch"": ""master"", ""commit_id"": ""f96f204bc2546f3a7568da24f6215cf6d4387112"", ""commit_time"": ""1718865810"", ""committer"": ""GitHub <noreply@github.com>"", ""date"": ""2024-10-23"", ""preset"": ""ASA Premium"", ""sast_incremental"": ""False"", ""sca_exploitable_path"": ""False"", ""sca_last_sast_scan_time"": ""2""}",sca,,
113fdc1a-3139-4291-9617-8ab6f6f92bb5,Completed,1b49ad6f-057f-400c-aa32-f6bc31caf242,JavaVulnerableLab,master-sca,,,2024-12-11T13:25:00.449276Z,2024-12-11T13:27:27.093956Z,happy_yang,python-requests/2.32.3,zip,python-requests,"{""SHA256"": ""8187f6d2e48eca552ce634e76b6984da42ececa1cfc7303c3f91ecc64c4aaf21"", ""branch"": ""master-sca"", ""commit_id"": ""f96f204bc2546f3a7568da24f6215cf6d4387112"", ""commit_time"": ""1718865810"", ""committer"": ""GitHub <noreply@github.com>"", ""key"": ""value"", ""preset"": ""ASA Premium"", ""sast_incremental"": ""False"", ""sca_exploitable_path"": ""False"", ""sca_last_sast_scan_time"": ""2""}",sca,,
e026ba39-0806-4044-b688-d08c79cc34fc,Completed,1b49ad6f-057f-400c-aa32-f6bc31caf242,JavaVulnerableLab,master-sca,,,2024-12-11T13:33:38.259412Z,2024-12-11T13:36:01.834214Z,happy_yang,python-requests/2.32.3,zip,python-requests,"{""SHA256"": ""0c367c15e7f48dacfcda03ba73e92fdd24aeca8133f655b7ffbae0c31b7a205b"", ""branch"": ""master-sca"", ""commit_id"": ""f96f204bc2546f3a7568da24f6215cf6d4387112"", ""commit_time"": ""1718865810"", ""committer"": ""GitHub <noreply@github.com>"", ""key"": ""value"", ""preset"": ""ASA Premium"", ""sast_incremental"": ""False"", ""sca_exploitable_path"": ""False"", ""sca_last_sast_scan_time"": ""2""}",sca,,
2d197710-48af-4a20-b651-141c8212a3ae,Completed,1b49ad6f-057f-400c-aa32-f6bc31caf242,JavaVulnerableLab,master-sca,,,2024-12-11T13:36:39.995722Z,2024-12-11T13:39:02.410345Z,happy_yang,python-requests/2.32.3,zip,python-requests,"{""SHA256"": ""bc5eff6b95bcdff49f49a87296e2ec0330fd6f609da3a182a96357bcab4d058f"", ""branch"": ""master"", ""commit_id"": ""f96f204bc2546f3a7568da24f6215cf6d4387112"", ""commit_time"": ""1718865810"", ""committer"": ""GitHub <noreply@github.com>"", ""date"": ""2024-10-23"", ""preset"": ""ASA Premium"", ""sast_incremental"": ""False"", ""sca_exploitable_path"": ""True"", ""sca_last_sast_scan_time"": ""2""}",sca,,
3f652462-6ead-4209-a7a5-b09fe2f7ff3b,Completed,1b49ad6f-057f-400c-aa32-f6bc31caf242,JavaVulnerableLab,master-sca,,,2024-12-11T13:42:37.17752Z,2024-12-11T13:45:00.394924Z,happy_yang,python-requests/2.32.3,zip,python-requests,"{""SHA256"": ""dbfabfb356aa0b4b7ca2ae8a5427b23c7953619c21e2c38dfab701d09b010ae2"", ""branch"": ""master-sca"", ""commit_id"": ""f96f204bc2546f3a7568da24f6215cf6d4387112"", ""commit_time"": ""1718865810"", ""committer"": ""GitHub <noreply@github.com>"", ""key1"": ""value1"", ""key2"": ""value2"", ""preset"": ""ASA Premium"", ""sast_incremental"": ""False"", ""sca_exploitable_path"": ""True"", ""sca_last_sast_scan_time"": ""2""}",sca,,
059cd3e8-709f-4231-ab05-c24364c84f43,Completed,1b49ad6f-057f-400c-aa32-f6bc31caf242,JavaVulnerableLab,master-sca,,,2024-12-11T14:00:39.725285Z,2024-12-11T14:02:03.326808Z,happy_yang,python-requests/2.32.3,zip,python-requests,"{""SHA256"": ""ce80921c656e70d8e9732408a6bc562eb6da0f048315c37c14e7f797d9aa8c2a"", ""branch"": ""master-sca"", ""commit_id"": ""f96f204bc2546f3a7568da24f6215cf6d4387112"", ""commit_time"": ""1718865810"", ""committer"": ""GitHub <noreply@github.com>"", ""key"": ""value"", ""preset"": ""ASA Premium"", ""sast_incremental"": ""False"", ""sca_exploitable_path"": ""False"", ""sca_last_sast_scan_time"": ""2""}",sca,,
95b479fb-6175-4b8b-b525-202abe73780c,Completed,1b49ad6f-057f-400c-aa32-f6bc31caf242,JavaVulnerableLab,master-sca,,,2024-12-11T14:05:07.10657Z,2024-12-11T14:08:32.078175Z,happy_yang,python-requests/2.32.3,zip,python-requests,"{""SHA256"": ""123e70e8812174416993b146ae03a7dbe57c7cc198046dccb664931fe4d61fd7"", ""branch"": ""master-sca"", ""commit_id"": ""f96f204bc2546f3a7568da24f6215cf6d4387112"", ""commit_time"": ""1718865810"", ""committer"": ""GitHub <noreply@github.com>"", ""key1"": ""value1"", ""key2"": ""value2"", ""preset"": ""ASA Premium"", ""sast_incremental"": ""False"", ""sca_exploitable_path"": ""True"", ""sca_last_sast_scan_time"": ""2""}","sca,sast",2778,80
95306017-e00e-4729-9caa-5332b578575a,Completed,1b49ad6f-057f-400c-aa32-f6bc31caf242,JavaVulnerableLab,master-sca,,,2024-12-11T14:10:04.661328Z,2024-12-11T14:12:26.963113Z,happy_yang,python-requests/2.32.3,zip,python-requests,"{""SHA256"": ""7fd1d8df8b9de362e4f02231749aa52392cc9e4de659886f01abb59719722dd5"", ""branch"": ""master-sca"", ""commit_id"": ""f96f204bc2546f3a7568da24f6215cf6d4387112"", ""commit_time"": ""1718865810"", ""committer"": ""GitHub <noreply@github.com>"", ""key1"": ""value1"", ""key2"": ""value2"", ""preset"": ""ASA Premium"", ""sast_incremental"": ""False"", ""sca_exploitable_path"": ""True"", ""sca_last_sast_scan_time"": ""2""}",sca,,
9e52a4c4-86dc-4d48-beeb-74faeabd8dbf,Completed,1b49ad6f-057f-400c-aa32-f6bc31caf242,JavaVulnerableLab,master-sca,,,2024-12-12T03:24:01.779345Z,2024-12-12T03:26:27.036277Z,happy_yang,python-requests/2.32.3,zip,python-requests,"{""SHA256"": ""83e6ba89dcbff8658ee310f50e1949dcb93b507e0909433907580795c8cf04e9"", ""branch"": ""master-sca"", ""commit_id"": ""f96f204bc2546f3a7568da24f6215cf6d4387112"", ""commit_time"": ""1718865810"", ""committer"": ""GitHub <noreply@github.com>"", ""key"": ""value"", ""preset"": ""ASA Premium"", ""sast_incremental"": ""False"", ""sca_exploitable_path"": ""False"", ""sca_last_sast_scan_time"": ""2""}",sca,,
c3b9efdb-5876-4519-8633-a8c4b29c8fff,Completed,1b49ad6f-057f-400c-aa32-f6bc31caf242,JavaVulnerableLab,master-sca,,,2024-12-12T03:30:59.152884Z,2024-12-12T03:33:21.866437Z,happy_yang,python-requests/2.32.3,zip,python-requests,"{""SHA256"": ""bea45abd1a1f3e8ccdbe584be67fd0a565de875eeee10a6b43f078e35ce16b6e"", ""branch"": ""master-sca"", ""commit_id"": ""f96f204bc2546f3a7568da24f6215cf6d4387112"", ""commit_time"": ""1718865810"", ""committer"": ""GitHub <noreply@github.com>"", ""key1"": ""value1"", ""key2"": ""value2"", ""preset"": ""ASA Premium"", ""sast_incremental"": ""False"", ""sca_exploitable_path"": ""True"", ""sca_last_sast_scan_time"": ""2""}",sca,,
f5ab5235-c25a-40c1-b6b8-96db430d2811,Completed,1b49ad6f-057f-400c-aa32-f6bc31caf242,JavaVulnerableLab,master-sca,,,2024-12-12T12:54:01.295164Z,2024-12-12T12:57:29.376916Z,happy_yang,python-requests/2.32.3,zip,python-requests,"{""SHA256"": ""02065d0992aa42a32c2d0938530dc6d7ba405e044fab4ed21b7066b216b9ad71"", ""branch"": ""master-sca"", ""commit_id"": ""f96f204bc2546f3a7568da24f6215cf6d4387112"", ""commit_time"": ""1718865810"", ""committer"": ""GitHub <noreply@github.com>"", ""key"": ""value"", ""preset"": ""ASA Premium"", ""sast_incremental"": ""False"", ""sca_exploitable_path"": ""False"", ""sca_last_sast_scan_time"": ""2""}",sca,,
